
100 2.65964e-08
600 3.86863e-08
1100 4.3421e-08
1600 4.33517e-08
2100 4.78649e-08
2600 4.80703e-08
3100 4.78291e-08
3600 4.78021e-08
4100 5.26964e-08
4600 5.28187e-08
5100 5.27504e-08
5600 5.26214e-08
6100 5.28238e-08
6600 5.2878e-08
7100 5.27478e-08
7600 5.29407e-08
8100 5.26619e-08
8600 5.70471e-08
9100 5.70715e-08
9600 5.70409e-08
10100 5.71272e-08
10600 5.70328e-08
11100 5.6991e-08
11600 5.69956e-08
12100 5.71338e-08
12600 5.7648e-08
13100 5.70412e-08
13600 5.71347e-08
14100 5.71437e-08
14600 5.73328e-08
15100 5.70092e-08
15600 5.70471e-08
16100 5.70295e-08
16600 6.20895e-08
17100 6.21092e-08
17600 6.22365e-08
18100 6.20417e-08
18600 6.20969e-08
19100 6.20437e-08
19600 6.21977e-08
20100 6.21038e-08
20600 6.20275e-08
21100 6.21407e-08
21600 6.21252e-08
22100 6.21088e-08
22600 6.21194e-08
23100 6.20792e-08
23600 6.21039e-08
24100 6.20619e-08
24600 6.20064e-08
25100 6.2101e-08
25600 6.21501e-08
26100 6.32943e-08
26600 6.21116e-08
27100 6.21053e-08
27600 6.20482e-08
28100 6.20614e-08
28600 6.21081e-08
29100 6.20703e-08
29600 6.19551e-08
